ticker,side,mode,tier,fem,entry,stop,t1,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,total_genesis,vol_ratio_today,vol_ratio_3d,hot_days,move_pct,total_gaps,n_timeframes,news
EEIQ,Short,RESISTANCE,T5-SHORT,35,8.84,9.06,7.75,5.0,0.22,8.19,7.9,WAITING,1,1,5m,9.06,8.84,OPEN_ROAD,3876290,1.6,6.6,1,561.5,69,8,
HXHX,Long,FRESH_HOLD,T2-LONG,81,0.4054,0.3979,0.5845,23.9,0.0075,0.4101,1.1,CLOSE,2,2,"15m,1m",0.4054,0.3979,OPEN_ROAD,0,18.8,6.3,1,60.3,13,8,
HXHX,Long,PULLBACK,T2-LONG,69,0.3761,0.3684,0.5845,27.1,0.0077,0.4101,8.3,WAITING,2,2,"10m,5m",0.3761,0.3684,OPEN_ROAD,38565,18.8,6.3,1,60.3,13,8,
OLPX,Long,FRESH_HOLD,T3-LONG_WATCH,55,2.02,2.015,2.045,5.0,0.005,2.03,0.5,CLOSE,1,1,1m,2.02,2.015,HIGHWAY,0,1.9,4.1,1,58.6,21,8,
WTI,Long,PULLBACK,T2-LONG,63,3.448,3.38,3.82,5.5,0.068,3.6,4.2,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",3.448,3.38,OPEN_ROAD,147674836,1.1,0.9,0,27.8,50,8,
WTI,Long,FRESH_HOLD,T2-LONG,56,3.54,3.53,3.67,13.0,0.01,3.6,1.7,CLOSE,2,2,"10m,5m",3.54,3.53,HIGHWAY,438090,1.1,0.9,0,27.8,50,8,
GEVO,Long,PULLBACK,T2-LONG,83,2.54,2.52,2.7818,12.1,0.02,2.775,8.5,WAITING,7,7,"10m,15m,1d,1h,30m,4h,5m",2.54,2.52,OPEN_ROAD,36835870,2.2,1.2,1,23.4,35,8,
GEVO,Short,RESISTANCE,T3-SHORT,80,2.7818,2.79,2.67,13.6,0.0082,2.775,0.2,CLOSE,1,1,1m,2.79,2.7818,HIGHWAY,7092,2.2,1.2,1,23.4,35,8,
APRE,Short,RESISTANCE,T5-SHORT,37,0.7524,0.7621,0.7243,2.9,0.0097,0.739,1.8,CLOSE,1,1,1m,0.7621,0.7524,OPEN_ROAD,1877,12.4,4.4,1,34.3,51,8,
LAR,Short,RESISTANCE,T5-SHORT,37,7.01,7.22,6.52,2.3,0.21,6.63,5.7,APPROACH,1,1,1d,7.22,7.01,MIXED,38018505,2.5,2.2,2,25.8,37,8,
YYGH,Short,RESISTANCE,T2-SHORT,80,1.095,1.1051,1.06,3.5,0.0101,1.07,2.3,CLOSE,1,1,1m,1.1051,1.095,HIGHWAY,1268,2.7,1.2,1,30.5,82,8,
YYGH,Long,PULLBACK,T2-LONG,51,1.018,1.01,1.095,9.6,0.008,1.07,4.9,APPROACH,2,1,1m,1.018,1.01,OPEN_ROAD,640,2.7,1.2,1,30.5,82,8,
LTRN,Long,FRESH_HOLD,T3-LONG_WATCH,73,1.23,1.215,1.26,2.0,0.015,1.235,0.4,CLOSE,2,2,"1m,5m",1.23,1.215,MIXED,40484,8.8,6.1,2,117.1,73,8,
LTRN,Short,RESISTANCE,T5-SHORT,25,1.34,1.345,1.23,22.0,0.005,1.235,8.5,WAITING,1,1,1m,1.345,1.34,OPEN_ROAD,0,8.8,6.1,2,117.1,73,8,
CODI,Short,RESISTANCE,T3-SHORT,80,7.73,7.75,7.44,14.5,0.02,7.67,0.8,CLOSE,1,1,10m,7.75,7.73,HIGHWAY,28916,3.3,1.9,1,36.4,33,8,
CODI,Long,FRESH_HOLD,T2-LONG,73,7.44,7.41,7.73,9.7,0.03,7.67,3.0,CLOSE,2,2,"15m,5m",7.44,7.41,HIGHWAY,840153,3.3,1.9,1,36.4,33,8,
CODI,Long,PULLBACK,T3-LONG_WATCH,47,7.21,7.15,7.73,8.7,0.06,7.67,6.0,APPROACH,1,1,5m,7.21,7.15,OPEN_ROAD,316260,3.3,1.9,1,36.4,33,8,
TBI,Long,PULLBACK,T2-LONG,88,3.57,3.49,3.86,3.6,0.08,3.77,5.3,APPROACH,4,3,"10m,1m,5m",3.57,3.49,OPEN_ROAD,34104,3.2,2.2,2,21.4,51,8,
TBI,Short,RESISTANCE,T3-SHORT,80,3.86,3.87,3.71,15.0,0.01,3.77,2.4,CLOSE,1,1,10m,3.87,3.86,HIGHWAY,4753,3.2,2.2,2,21.4,51,8,
TBI,Long,FRESH_HOLD,T2-LONG,72,3.71,3.65,3.86,2.5,0.06,3.77,1.6,CLOSE,2,1,1m,3.71,3.65,HIGHWAY,16961,3.2,2.2,2,21.4,51,8,
SVV,Short,RESISTANCE,T3-SHORT,80,7.58,7.71,7.19,3.0,0.13,7.22,5.0,APPROACH,1,1,1d,7.71,7.58,HIGHWAY,15649023,2.1,1.8,1,14.2,11,8,
IDN,Long,PULLBACK,T2-LONG,91,5.81,5.7864,6.464,27.7,0.0236,6.42,9.5,WAITING,5,5,"10m,15m,1h,30m,4h",5.81,5.7864,OPEN_ROAD,5287720,6.6,2.5,1,28.5,35,8,
IDN,Long,FRESH_HOLD,T2-LONG,86,6.395,6.38,6.464,4.6,0.015,6.42,0.4,CLOSE,2,2,"1m,5m",6.395,6.38,HIGHWAY,81850,6.6,2.5,1,28.5,35,8,
IDN,Short,RESISTANCE,T2-SHORT,58,6.53,6.55,6.395,6.8,0.02,6.42,1.7,CLOSE,1,1,1h,6.55,6.53,HIGHWAY,47126,6.6,2.5,1,28.5,35,8,
CMCT,Short,RESISTANCE,T5-SHORT,50,0.6552,0.6656,0.5957,5.7,0.0104,0.6392,2.5,CLOSE,1,1,1m,0.6656,0.6552,OPEN_ROAD,15258,2.1,1.1,1,74.5,139,8,
GRNT,Short,RESISTANCE,T3-SHORT,80,6.21,6.27,5.96,4.2,0.06,5.97,4.0,APPROACH,1,1,1d,6.27,6.21,HIGHWAY,2265120,1.7,1.3,0,12.2,39,8,
GRNT,Long,FRESH_HOLD,T1-STRONG_LONG,79,5.96,5.87,6.21,2.8,0.09,5.97,0.2,CLOSE,6,6,"10m,15m,1h,30m,4h,5m",5.96,5.87,HIGHWAY,9920667,1.7,1.3,0,12.2,39,8,
GRNT,Long,PULLBACK,T2-LONG,41,5.67,5.62,6.21,10.8,0.05,5.97,5.0,APPROACH,2,2,"1d,4h",5.67,5.62,OPEN_ROAD,5320895,1.7,1.3,0,12.2,39,8,
AGBK,Long,FRESH_HOLD,T2-LONG,75,7.08,7.0,7.5,5.2,0.08,7.19,1.5,CLOSE,2,2,"10m,4h",7.08,7.0,OPEN_ROAD,5252554,2.9,1.4,2,30.8,60,8,
AGBK,Short,RESISTANCE,T5-SHORT,52,7.5,7.52,7.08,21.0,0.02,7.19,4.3,APPROACH,1,1,5m,7.52,7.5,OPEN_ROAD,2100,2.9,1.4,2,30.8,60,8,
PRQR,Short,RESISTANCE,T5-SHORT,21,1.69,1.72,1.5,6.3,0.03,1.51,11.9,WAITING,1,1,1d,1.72,1.69,OPEN_ROAD,571422,3.9,2.0,1,25.2,47,8,
VFS,Long,FRESH_HOLD,T2-LONG,89,3.53,3.52,3.64,11.0,0.01,3.61,2.2,CLOSE,4,4,"10m,15m,1h,30m",3.53,3.52,OPEN_ROAD,1035403,3.5,2.1,1,31.2,64,8,
VFS,Short,RESISTANCE,T2-SHORT,80,3.64,3.65,3.57,7.0,0.01,3.61,0.8,CLOSE,1,1,1m,3.65,3.64,HIGHWAY,1229,3.5,2.1,1,31.2,64,8,
VFS,Long,PULLBACK,T2-LONG,66,3.43,3.39,3.64,5.2,0.04,3.61,5.0,APPROACH,2,2,"15m,1d",3.43,3.39,OPEN_ROAD,1649344,3.5,2.1,1,31.2,64,8,
AVD,Short,RESISTANCE,T2-SHORT,64,2.55,2.558,2.485,8.1,0.008,2.53,0.8,CLOSE,1,1,1m,2.558,2.55,HIGHWAY,17413,2.9,1.5,1,28.3,75,8,
ARKO,Short,RESISTANCE,T3-SHORT,70,5.82,5.85,5.17,21.7,0.03,5.48,6.2,APPROACH,1,1,5m,5.85,5.82,HIGHWAY,1266,1.7,1.3,1,8.5,32,8,
SXTC,Long,PULLBACK,T2-LONG,73,1.59,1.58,1.655,6.5,0.01,1.65,3.6,APPROACH,2,2,"1h,4h",1.59,1.58,HIGHWAY,965447,14.6,5.0,1,56.0,100,8,
SXTC,Long,FRESH_HOLD,T3-LONG_WATCH,66,1.63,1.62,1.655,2.5,0.01,1.65,1.2,CLOSE,1,1,5m,1.63,1.62,HIGHWAY,7771,14.6,5.0,1,56.0,100,8,
FENC,Short,RESISTANCE,T3-SHORT,80,5.83,5.91,5.67,2.0,0.08,5.77,1.0,CLOSE,1,1,1d,5.91,5.83,HIGHWAY,1036504,0.9,1.4,2,23.4,63,8,"-DELISTING_RISK, ~MANAGEMENT"
HDSN,Short,RESISTANCE,T2-SHORT,80,6.02,6.04,5.96,3.0,0.02,5.72,5.2,APPROACH,1,1,1m,6.04,6.02,HIGHWAY,400,1.2,1.0,0,12.9,28,8,+CONTRACT
CELU,Short,RESISTANCE,T5-SHORT,38,1.4301,1.4558,1.2599,6.6,0.0257,1.26,13.5,WAITING,1,1,1h,1.4558,1.4301,OPEN_ROAD,32268,0.2,0.2,0,10.8,29,8,+ACQUISITION
GLND,Short,RESISTANCE,T3-SHORT,80,11.3,11.33,9.89,47.0,0.03,11.26,0.4,CLOSE,1,1,15m,11.33,11.3,HIGHWAY,939066,8.7,5.0,3,223.9,32,8,
ICU,Short,RESISTANCE,T3-SHORT,80,3.65,3.66,3.6,5.0,0.01,3.62,0.8,CLOSE,1,1,1m,3.66,3.65,HIGHWAY,20571,9.9,4.6,2,82.1,79,8,
MKDW,Short,RESISTANCE,T5-SHORT,34,6.568,6.6037,6.24,9.2,0.0357,6.35,3.4,APPROACH,1,1,1m,6.6037,6.568,OPEN_ROAD,13640,1.8,1.5,2,309.1,100,8,
IONR,Short,RESISTANCE,T2-SHORT,80,4.49,4.51,4.44,2.5,0.02,4.48,0.2,CLOSE,1,1,1m,4.51,4.49,HIGHWAY,14652,6.2,3.0,2,57.3,43,8,
IONR,Long,FRESH_HOLD,T3-LONG_WATCH,66,4.44,4.42,4.49,2.5,0.02,4.48,0.9,CLOSE,1,1,10m,4.44,4.42,HIGHWAY,247168,6.2,3.0,2,57.3,43,8,
FBYD,Short,RESISTANCE,T3-SHORT,80,12.51,12.58,11.9,8.7,0.07,11.94,4.8,APPROACH,1,1,1h,12.58,12.51,HIGHWAY,97895,2.3,1.8,1,87.3,127,8,
FBYD,Long,PULLBACK,T2-LONG,76,10.98,10.5,12.51,3.2,0.48,11.94,8.0,WAITING,10,6,"10m,15m,1h,1m,30m,5m",10.98,10.5,OPEN_ROAD,1023480,2.3,1.8,1,87.3,127,8,
ANNA,Long,PULLBACK,T2-LONG,61,9.72,9.68,10.8,27.0,0.04,10.24,5.1,APPROACH,3,3,"1h,1m,4h",9.72,9.68,OPEN_ROAD,6945120,0.7,0.6,1,66.6,66,8,
ANNA,Long,FRESH_HOLD,T2-LONG,44,9.99,9.9,10.58,6.6,0.09,10.24,2.4,CLOSE,2,2,"1m,5m",9.99,9.9,HIGHWAY,535928,0.7,0.6,1,66.6,66,8,
HTCO,Short,RESISTANCE,T5-SHORT,33,10.25,10.33,8.945,16.3,0.08,9.05,13.3,WAITING,1,1,1h,10.33,10.25,OPEN_ROAD,800,0.4,1.9,3,43.1,49,8,
NTRP,Short,RESISTANCE,T5-SHORT,24,3.25,3.26,3.08,17.0,0.01,3.09,5.2,APPROACH,1,1,5m,3.26,3.25,OPEN_ROAD,22404,2.5,3.1,2,49.0,68,8,
BATL,Short,RESISTANCE,T5-SHORT,34,5.8,5.82,5.08,36.0,0.02,5.48,5.8,APPROACH,1,1,5m,5.82,5.8,MIXED,116206,0.6,1.2,0,138.9,86,8,
PSKY,Short,RESISTANCE,T3-SHORT,80,9.62,9.72,8.85,7.7,0.1,8.92,7.8,WAITING,1,1,1d,9.72,9.62,HIGHWAY,137995480,0.6,0.7,0,8.1,29,8,
PSKY,Long,FRESH_HOLD,T3-LONG_WATCH,34,8.85,8.79,9.62,12.8,0.06,8.92,0.8,CLOSE,1,1,4h,8.85,8.79,HIGHWAY,15850470,0.6,0.7,0,8.1,29,8,
BLND,Short,RESISTANCE,T3-SHORT,80,1.72,1.725,1.665,11.0,0.005,1.67,3.0,CLOSE,1,1,1m,1.725,1.72,HIGHWAY,88773,1.3,1.1,0,18.1,21,8,
BLND,Long,FRESH_HOLD,T2-LONG,58,1.665,1.65,1.72,3.7,0.015,1.67,0.3,CLOSE,2,2,"10m,15m",1.665,1.65,HIGHWAY,755007,1.3,1.1,0,18.1,21,8,
BLND,Long,PULLBACK,T2-LONG,34,1.615,1.6,1.72,7.0,0.015,1.67,3.3,APPROACH,2,1,10m,1.615,1.6,OPEN_ROAD,0,1.3,1.1,0,18.1,21,8,
NEXT,Long,PULLBACK,T2-LONG,38,7.695,7.37,8.73,3.2,0.325,8.05,4.4,APPROACH,2,2,"1d,4h",7.695,7.37,OPEN_ROAD,347282715,1.0,1.2,0,24.2,19,8,
BFLY,Short,RESISTANCE,T5-SHORT,23,4.37,4.38,3.69,68.0,0.01,3.83,14.1,WAITING,1,1,1m,4.38,4.37,OPEN_ROAD,10803,1.1,0.9,0,19.8,30,8,
KALA,Long,PULLBACK,T2-LONG,59,0.1652,0.1633,0.172,3.6,0.0019,0.171,3.4,APPROACH,3,3,"10m,30m,5m",0.1652,0.1633,HIGHWAY,0,0.2,0.2,0,48.7,68,8,
KALA,Short,RESISTANCE,T5-SHORT,54,0.1734,0.1741,0.1695,5.6,0.0007,0.171,1.4,CLOSE,1,1,5m,0.1741,0.1734,OPEN_ROAD,0,0.2,0.2,0,48.7,68,8,
KALA,Long,FRESH_HOLD,T3-LONG_WATCH,32,0.1695,0.1685,0.172,2.5,0.001,0.171,0.9,CLOSE,1,1,1m,0.1695,0.1685,HIGHWAY,0,0.2,0.2,0,48.7,68,8,
BTQ,Short,RESISTANCE,T3-SHORT,80,2.17,2.18,2.14,3.0,0.01,2.16,0.5,CLOSE,1,1,1m,2.18,2.17,HIGHWAY,7088,1.4,1.2,0,19.6,72,8,
BTQ,Long,FRESH_HOLD,T2-LONG,58,2.14,2.13,2.17,3.0,0.01,2.16,0.9,CLOSE,2,2,"1m,5m",2.14,2.13,HIGHWAY,77672,1.4,1.2,0,19.6,72,8,
TSSI,Short,RESISTANCE,T5-SHORT,15,11.97,12.0,11.27,23.3,0.03,11.82,1.3,CLOSE,1,1,1m,12.0,11.97,MIXED,36867,0.8,0.7,0,26.5,36,8,
VIR,Short,RESISTANCE,T5-SHORT,20,8.91,8.93,7.04,93.5,0.02,8.46,5.3,APPROACH,1,1,1d,8.93,8.91,MIXED,2345644,0.4,0.5,0,13.7,12,8,
NVCR,Short,RESISTANCE,T3-SHORT,80,10.92,10.97,10.09,16.6,0.05,10.36,5.4,APPROACH,1,1,1d,10.97,10.92,HIGHWAY,3590450,1.2,1.1,0,19.2,28,8,
SLDE,Short,RESISTANCE,T3-SHORT,80,19.21,19.41,17.94,6.4,0.2,18.03,6.5,APPROACH,1,1,1d,19.41,19.21,HIGHWAY,37146480,0.6,0.8,0,4.7,31,8,
LFST,Short,RESISTANCE,T2-SHORT,80,6.51,6.53,5.1,70.5,0.02,6.24,4.3,APPROACH,1,1,1h,6.53,6.51,HIGHWAY,402436,0.5,0.7,0,8.2,23,8,
FLYW,Short,RESISTANCE,T3-SHORT,80,11.66,11.7,11.46,5.0,0.04,11.49,1.5,CLOSE,1,1,1m,11.7,11.66,HIGHWAY,21656,0.6,0.7,0,14.4,12,8,
FLYW,Long,FRESH_HOLD,T2-LONG,74,11.46,11.37,11.66,2.2,0.09,11.49,0.3,CLOSE,3,3,"10m,4h,5m",11.46,11.37,HIGHWAY,3549483,0.6,0.7,0,14.4,12,8,
GTN,Short,RESISTANCE,T2-SHORT,80,4.44,4.45,4.42,2.0,0.01,4.43,0.2,CLOSE,1,1,1m,4.45,4.44,HIGHWAY,588,0.8,0.7,0,13.7,51,8,
GTN,Long,FRESH_HOLD,T3-LONG_WATCH,35,4.42,4.41,4.44,2.0,0.01,4.43,0.2,CLOSE,1,1,15m,4.42,4.41,HIGHWAY,117458,0.8,0.7,0,13.7,51,8,
BCAX,Short,RESISTANCE,T2-SHORT,80,19.31,19.38,18.89,6.0,0.07,19.04,1.4,CLOSE,1,1,1m,19.38,19.31,HIGHWAY,700,1.9,1.2,0,10.6,22,8,
APLS,Short,RESISTANCE,T2-SHORT,80,19.27,19.38,18.94,3.0,0.11,17.09,12.8,WAITING,1,1,1d,19.38,19.27,HIGHWAY,16925953,1.0,0.8,0,6.8,41,8,
VRAX,Short,RESISTANCE,T5-SHORT,20,0.1779,0.1799,0.1597,9.1,0.002,0.1625,9.5,WAITING,1,1,15m,0.1799,0.1779,OPEN_ROAD,0,1.0,1.2,0,28.1,61,8,
KIDZ,Short,RESISTANCE,T2-SHORT,80,2.22,2.23,2.19,3.0,0.01,2.05,8.3,WAITING,1,1,15m,2.23,2.22,HIGHWAY,9742,0.2,0.5,0,42.3,106,8,
POLA,Short,RESISTANCE,T2-SHORT,71,2.2,2.32,1.945,2.1,0.12,1.95,12.8,WAITING,1,1,1h,2.32,2.2,HIGHWAY,19144944,0.7,0.3,0,32.5,52,8,
POLA,Long,PULLBACK,T2-LONG,51,1.89,1.82,2.2,4.4,0.07,1.95,3.1,APPROACH,5,2,"1m,5m",1.89,1.82,OPEN_ROAD,313757,0.7,0.3,0,32.5,52,8,
POLA,Long,FRESH_HOLD,T3-LONG_WATCH,33,1.945,1.94,2.2,51.0,0.005,1.95,0.3,CLOSE,1,1,1m,1.945,1.94,HIGHWAY,6587,0.7,0.3,0,32.5,52,8,
MGN,Short,RESISTANCE,T5-SHORT,33,0.1477,0.1498,0.1411,3.1,0.0021,0.1413,4.5,APPROACH,1,1,1m,0.1498,0.1477,OPEN_ROAD,0,1.5,3.7,3,3940.6,49,8,
ALBT,Long,PULLBACK,T2-LONG,52,0.5484,0.5466,0.5735,13.9,0.0018,0.57,3.8,APPROACH,4,4,"10m,15m,30m,5m",0.5484,0.5466,OPEN_ROAD,0,0.3,0.2,0,34.4,103,8,
BURU,Short,RESISTANCE,T5-SHORT,60,0.17,0.1747,0.1543,3.3,0.0047,0.1571,8.2,WAITING,1,1,1d,0.1747,0.17,OPEN_ROAD,0,0.5,0.6,0,30.9,52,8,
BURU,Long,FRESH_HOLD,T3-LONG_WATCH,30,0.1543,0.1539,0.17,39.3,0.0004,0.1571,1.8,CLOSE,1,1,1m,0.1543,0.1539,OPEN_ROAD,0,0.5,0.6,0,30.9,52,8,
ONDS,Short,RESISTANCE,T3-SHORT,80,9.35,9.44,6.78,28.6,0.09,8.15,14.7,WAITING,1,1,1d,9.44,9.35,HIGHWAY,540822213,0.8,0.7,0,46.1,21,8,
JTAI,Short,RESISTANCE,T2-SHORT,80,0.0823,0.0827,0.0807,4.0,0.0004,0.0811,1.5,CLOSE,1,1,1m,0.0827,0.0823,HIGHWAY,0,0.5,0.6,0,48.1,54,8,
JTAI,Long,PULLBACK,T3-LONG_WATCH,14,0.0785,0.0771,0.0823,2.7,0.0014,0.0811,3.2,APPROACH,1,1,15m,0.0785,0.0771,OPEN_ROAD,0,0.5,0.6,0,48.1,54,8,
WNW,Short,RESISTANCE,T3-SHORT,61,0.078,0.0789,0.0736,4.9,0.0009,0.077,1.3,CLOSE,1,1,1m,0.0789,0.078,HIGHWAY,0,0.2,0.4,0,94.4,48,8,
WNW,Long,PULLBACK,T3-LONG_WATCH,18,0.0736,0.073,0.078,7.3,0.0006,0.077,4.4,APPROACH,1,1,1m,0.0736,0.073,HIGHWAY,0,0.2,0.4,0,94.4,48,8,
TPET,Short,RESISTANCE,T5-SHORT,8,0.8623,0.8738,0.8193,3.7,0.0115,0.8382,2.9,CLOSE,1,1,30m,0.8738,0.8623,MIXED,6601520,0.2,0.3,0,42.4,49,8,
TPET,Long,FRESH_HOLD,T3-LONG_WATCH,7,0.8193,0.8174,0.8436,12.8,0.0019,0.8382,2.3,CLOSE,1,1,1m,0.8193,0.8174,MIXED,0,0.2,0.3,0,42.4,49,8,
AIIO,Short,RESISTANCE,T2-SHORT,58,0.0875,0.0878,0.0822,17.7,0.0003,0.0863,1.4,CLOSE,1,1,1d,0.0878,0.0875,HIGHWAY,0,0.9,0.8,0,39.1,90,8,
AIIO,Long,PULLBACK,T3-LONG_WATCH,21,0.0822,0.0816,0.0875,8.8,0.0006,0.0863,4.8,APPROACH,1,1,1m,0.0822,0.0816,HIGHWAY,0,0.9,0.8,0,39.1,90,8,
NCT,Short,RESISTANCE,T5-SHORT,17,0.0751,0.0756,0.067,16.2,0.0005,0.0672,11.8,WAITING,1,1,1m,0.0756,0.0751,MIXED,0,3.3,1.7,1,135.5,49,8,
UCAR,Long,FRESH_HOLD,T2-LONG,57,0.0536,0.0526,0.0619,8.3,0.001,0.0543,1.3,CLOSE,3,1,1m,0.0536,0.0526,OPEN_ROAD,0,0.5,1.5,1,147.2,73,8,
UCAR,Short,RESISTANCE,T5-SHORT,21,0.0619,0.0625,0.0536,13.8,0.0006,0.0543,14.0,WAITING,1,1,1m,0.0625,0.0619,OPEN_ROAD,0,0.5,1.5,1,147.2,73,8,
CXAI,Short,RESISTANCE,T2-SHORT,80,0.2089,0.2107,0.1999,5.0,0.0018,0.2,4.4,APPROACH,1,1,10m,0.2107,0.2089,HIGHWAY,0,0.2,0.3,0,47.5,78,8,
TE,Short,RESISTANCE,T3-SHORT,80,6.15,6.28,3.31,21.8,0.13,5.62,9.4,WAITING,1,1,1d,6.28,6.15,HIGHWAY,149002659,1.1,1.0,0,29.7,21,8,
HUBC,Short,RESISTANCE,T5-SHORT,42,0.1259,0.1265,0.1202,9.5,0.0006,0.121,4.0,APPROACH,1,1,1m,0.1265,0.1259,OPEN_ROAD,0,0.1,0.4,1,329.7,100,8,
HUBC,Long,FRESH_HOLD,T3-LONG_WATCH,32,0.1202,0.1196,0.1233,5.2,0.0006,0.121,0.7,CLOSE,1,1,1m,0.1202,0.1196,HIGHWAY,0,0.1,0.4,1,329.7,100,8,
PSTV,Short,RESISTANCE,T3-SHORT,80,0.2182,0.2187,0.2118,12.8,0.0005,0.2146,1.7,CLOSE,1,1,1m,0.2187,0.2182,HIGHWAY,0,1.1,0.9,0,20.9,54,8,
PSTV,Long,FRESH_HOLD,T2-LONG,56,0.2118,0.2108,0.2182,6.4,0.001,0.2146,1.3,CLOSE,2,2,"1m,30m",0.2118,0.2108,HIGHWAY,0,1.1,0.9,0,20.9,54,8,
IOBT,Long,FRESH_HOLD,T2-LONG,34,0.172,0.1695,0.1777,2.3,0.0025,0.1724,0.2,CLOSE,2,1,1m,0.172,0.1695,OPEN_ROAD,0,0.7,0.5,0,26.6,74,8,
IOBT,Short,RESISTANCE,T5-SHORT,30,0.1777,0.1782,0.172,11.4,0.0005,0.1724,3.1,APPROACH,1,1,5m,0.1782,0.1777,OPEN_ROAD,0,0.7,0.5,0,26.6,74,8,
